Id	CharacterId	StanceName	HeatEngage	HeatSmash	PowerCrush	Throw	Homing	Tornado	HeatBurst	RequiresHeat	Command	HitLevel	Damage	StartUpFrame	BlockFrame	HitFrame	CounterHitFrame	Notes
DC3D9833-67EB-4FB2-8FBC-E55512068D3E	alisa		0	0	0	0	0	0	0	0	dbt f+2	l	16	i19~20	-16c	-6		
DD9116F6-74B2-4D95-8D7B-DF827737B6F0	alisa		0	0	0	0	0	0	0	0	df+1,1	m,h	10,20	,i30~31	+1	+8		
E1EB450A-0DA4-444E-957A-A22410414553	alisa		0	0	0	0	0	0	0	0	f,f+2	m	18	i16~17	-18	+5		* balcony break
E2D18899-6C4F-46A5-A39B-5BCC26150A55	alisa		0	0	0	0	0	0	0	0	dbt 4	m	22	i17~19	-27	+68		
E2FE6CD8-209D-435E-9829-DFFADBA0E4EC	alisa		0	0	0	0	0	0	0	0	uf+4	m	8	i15~16	-15	-4		
E30A8910-A3EA-49A4-BF25-37CF54B8C3CB	alisa		0	0	0	0	0	0	0	0	ws1,2,3	m,h,m	12,12,23	,i25~26	-10	+33 (+23)		* transition to des with input ws1,2,3,1+2
E3E262F5-C736-4E53-B5C5-066D1458BC12	alisa		0	0	0	0	0	0	0	0	uf+1+2	th(h)	40	i12~13		+3		"* throw break: 1+2
* opponent recovery on hit: fuft"
E3F4156B-2C38-4937-8B9B-884888E57AB2	alisa		0	0	0	0	0	0	0	0	b+1+3	sp						"* alternate input: b+2+4
parry state"
E43CF1BE-AB09-4EE2-84CF-85A132459DA3	alisa		0	0	0	0	0	0	0	0	b+2,4	m,h	12,20	,i16~17	-7	+12g		* balcony break
E4408784-E99C-4AC8-B3AB-B98C63E8C2FA	alisa		0	0	0	0	0	0	0	0	db+2,2	m,m	10,10	,i19~20	-9	+5		* transition to des with input db+2,2,1+2
E486C540-CA4D-4FA3-B532-BEB63827A2D6	alisa		0	0	0	0	0	0	0	0	left throw	th(h)	40	i12~14		-5		"* throw break: 1
* opponent recovery on hit: fdfa"
E5864F12-7E94-42BC-868F-FA0C527F8286	alisa		0	0	0	0	0	0	0	0	ub+4	m	10	i18	-9	+7		low crush
E92A0C4B-C9F9-4A3B-9001-1E89BF79186B	alisa		0	0	0	0	0	0	0	0	d+4,1+2	l,h	15,20	,i20~21	0	+11 (+2)		* balcony break
EA815E3C-3B0A-48D9-ABE0-8451D6882737	alisa		0	0	0	0	0	0	0	0	df+3	m	14	i16	-9	+1		
EAA502BF-A780-42E9-8F98-A5FA77A84CE8	alisa		0	0	0	0	0	0	0	0	f,f+2,3	m,m	18,17 (11)	,i22~24	-13	+5 (+4)		* balcony break
ED0B4957-8DE8-4852-90D3-01C99D70236B	alisa		0	0	0	0	0	0	0	0	b+4,3	m,m	17,20	,i29~30	-11	+6c		"airborne
* transition to des with input b+4,3,1+2"
EEE2E3B8-96E9-4CCF-A674-217BB134DFB4	alisa		0	0	0	0	0	0	0	0	d+4	l	15	i17~18	-12	-1		
F00076BB-6A7E-4439-B1F1-E8488D53B1EC	alisa		0	0	0	0	1	0	0	0	f+4	m	14	i16	-9	+1		"* homing
* transition to des with f+4,1+2"
F06FBCA7-F065-436E-8C18-DFFFD041FBE8	alisa		0	0	0	0	0	0	0	0	uf+3+4	m	28	i38~41	0	+4		
F0C9BCD3-D8FE-4CE6-980A-F8C200D803B9	alisa		0	0	0	0	0	0	0	0	fc db+1+2	th(h)	45	i11		-4		"* throw break: 1+2
* opponent recovery on hit: fufa
* side switch"
F17ECD75-C431-48CC-A737-3D245E42DF38	alisa		0	0	0	0	0	0	0	0	des b,b	sp						* transition to des
F616A6EC-98D4-4CD0-8AAB-D38BB4F59750	alisa		0	0	0	0	0	0	0	0	sbt 1	m	12	i13~14	-15	0		
F691DCD5-F278-4107-89DA-D7E00EC22B75	alisa		0	0	0	0	0	0	0	0	des f+1+2,1+2	m,m	12,20	,i20~26	-53	+41		"* transition to des
* chip damage on block"
F6A0D6A9-9299-4859-8548-3F092018CC3E	alisa		0	0	0	0	0	1	0	0	1,2,2	h,h,h	5,10 (0),20	,i20~35	-9	+21 (+6)		"* tornado
* chip damage on block"
F6CD0FF5-39CA-48BD-9332-E2E698C8ADC0	alisa		0	0	0	0	0	0	0	0	f+3+4	sp						airborne dash. can use thruster left, thruster right-burst, eject slider, upstream, thruster drill, heartbeat disabler, or shut down during boot.
F8776996-8ACC-46E6-BBC9-5D7295A9CDED	alisa		0	0	0	0	1	0	0	0	ws1+2	m	20	i20~21	-8	+21		"* homing
* hold to power up"
F89C18E2-CD4B-4763-98E3-4DBE3FB9A966	alisa		0	0	0	0	0	0	0	0	b+1	m	15	i15~16	-5	+8		
FB07ED03-266F-4290-8E56-00F712C06396	alisa		0	0	0	0	0	1	0	0	b+2,3	m,m	12,22	,i23~24	-15	+9 (-8)		"airborne
* balcony break
* tornado"
FD235C21-283A-441E-B3B6-BA7A83518B65	alisa		0	0	0	0	0	0	0	0	sbt 1,2,1,3+4	m,m,m,m	12,13,7,33	,i18	-18	+4 (-13)		"* balcony break
* transition to des with input sbt.1,2,1,3+4,1+2"
00B6E28A-D543-4EE6-B867-2FF0E6529619	asuka		0	0	0	0	0	0	0	0	ws4	m	15	i11	-3	+8		
016520ED-800A-45F3-BBD5-B3EC7037E887	asuka		0	0	0	0	0	0	0	0	f,f+2,1+2	m,m,sp	16,25		-13	knd		"* balcony break
* gain naniwa gusto on hit"
01A4B369-DCEF-425C-BFCB-38FC10A856D1	asuka		0	0	0	0	0	0	0	0	1,1	h,m	6,15	,	-7	+4		"* combo from 1st ch
* links to f+1"
024621CB-F7A7-4F09-9260-C8D7AC25F277	asuka		0	0	0	0	1	0	0	0	df+3+4	l	22	i28	-26	knd	knd*	"* homing
* alternate input: 3~4
* cancel to fc with input df+3+4,db
high crush 6~"
0367546F-5EBE-4A42-B413-EB47947F42F8	asuka		0	0	0	0	0	0	0	0	fc 3+4	mm	10,10	i21	-6	+5c	+5c	low crush 13~
06762CC7-4FC0-48BD-9D3F-F5D9A0D5045E	asuka		0	0	0	0	0	0	0	0	1	h	6	i10	-2	+9		
06931E37-0A4E-45EB-8B26-33A6684CB5BE	asuka		0	0	0	0	0	0	0	0	b+1+4	h,l	15,8	i12	-8	+5	+7	combo from 1st hit
07A26B60-E548-464D-90C5-A3B470FF2394	asuka		0	0	0	0	0	0	0	0	df+2+3	t(h)	40	i12	-6			"* break: 2
* opp. position on break:
* opp. position on hit: ccw. head sd. fu"
09E2E3E0-68C3-403D-A0C9-356086384424	asuka		0	0	0	0	0	0	0	0	ws2,1	mh	18,10		-2	+9		"* combo from 1st hit
* continuation into ten string"
0D15756B-7C43-4DA9-B7CE-170513EFB881	asuka		0	0	0	0	1	0	0	0	f+1,4	m,l	17,26	i25~27	-26	+24		"* homing
* combo from 1st ch
* can be delayed 15f
* combo can be delayed 5f from ch
* interruption 11f after 1st block
high crush"
0DE27C0C-9FF6-448B-9041-890489F06E80	asuka		1	0	0	0	0	0	0	0	ss 2	m	23	i13	-13	knd	knd*	"* heat engager

* gain naniwa gusto on heat activation"
1761DC99-3BEC-4E7B-8091-B0E1572E5370	asuka		0	0	0	0	0	0	0	1	hfc 1	sl	5	i10	-5	+6		"* transition to standing with f
high crush 1~"
1950AF5D-5C07-4F7D-B611-54392125A9A2	asuka		0	0	0	0	0	0	0	0	f,f,f+3	m	32	i24~28	+3~+7	knd	knd*	"* chip damage when guarded
* alternate input: ub,b+3
low crush 3~"
1A7A036A-98F8-463C-AB59-3B096E422F6C	asuka		0	0	0	0	0	0	0	0	1+4,2,d+4	sl,h,h,l	5,8,10,15		-23	knd		* combo from 3rd ch
1DF4226F-34EC-4BC8-BEFF-A0B1494E7138	asuka		0	0	0	0	0	0	0	0	b+3,2	m,m	15,20		-20	lnc	lnc	"* interruption 23f after 1st block
* can be cancelled with input d
* on hit, gain nwg with input 1"
1F0989E6-1A46-4133-AA28-EB9CAA6BC8CA	asuka		0	0	0	0	0	0	0	0	df+1	m	10	i13	-3	+8		
209693C9-C821-4041-BE8A-64225A975490	asuka		0	0	0	0	0	0	0	0	db+4,4,4	l,l,l	14,15,16		-7	+4	knd	"cancel to fc with input d
high crush"
276B4825-73C0-4AEB-A699-78F3D5D282C9	asuka		0	0	0	0	0	0	0	0	f+3+4	m	27	i29~30	-1	-2(-11)		"* balcony break
* chip damage when guarded (8)
* on hit, gain naniwa gusto
* if you already have naniwa gusto it&#x27;s 18a(+9) on hit"
27889E3D-FBC7-4A51-BC3F-C053022FB106	asuka		0	0	0	0	0	0	0	0	nwg u+1+2	m	24	i31~i32	+8~+9	kdn		"* chip damage when guarded
* consumes naniwa gusto
* during heat, remaining heat is consumed
low crush"
2F60A6F8-B512-4C22-9DC3-F812E0E40FC1	asuka		0	0	0	0	0	0	0	0	b+3,4	m,l	15,14		-11	+0	+3	"* link to attack from leg cutter ()
* can be cancelled into fc with input d
high crush"
3078B5A6-88CF-4DA8-B8F0-9998068ABB81	asuka		0	0	0	0	0	0	0	0	2,1	h,h	9,10		-3	+8		"* combo from 1st hit
* jails"
33B0A90F-C4E5-4C49-B259-47E33FAD15AD	asuka		0	0	0	0	0	0	0	0	df+1,4	m,m	10,22		-12	knd	knd*	"* balcony break
* combo from 1st ch
* can be delayed 7f"
35004FF2-9E6E-4F1D-BA86-4188E366AFBE	asuka		0	0	0	0	0	0	0	0	db+4	l	14	i21	-11	+0	+3	"cancel to fc with input d
high crush 6~"
354A6314-2381-45BC-8242-CDBA72B011C8	asuka		0	0	0	0	0	0	0	0	df+3	m	23	i20	-8	knd	knd	balcony break
39F4056B-8511-43EA-B2F8-7D0D13790206	asuka		0	0	0	0	0	0	0	0	db+1	m	13	i14	-10	+7		high crush 6~
3F4DAF12-D8A9-4850-9FD7-84992009F7FC	asuka		0	0	0	0	0	0	0	0	b+1	l(,th)	17(,22)	i29	-10	+6	th	"* connect to sumiregari upon ch
* damage () is throw bonus
* can be cancelled into fc with input d
high crush 6~"
40E80F91-7A78-4A00-BE25-E76FAAF7A1D8	asuka		0	0	0	0	0	0	0	0	df+2	m	14	i15	-6	lnc	lnc	+5 upon crouch hit
46CAA648-4B93-40CD-903C-64257FF933D0	asuka		0	0	0	0	0	0	0	0	uf+2	h(,th)	20(,25)	i14	-7	th	th	damage () is throw bonus
476A6C7C-3C9F-4D0F-9963-92D1B57F9EB2	asuka		0	0	0	0	0	0	0	0	b+2,1+2	m,h	12,7	i36	-9	+2		"* jails
* combo from 1st hit
* can be delayed 12f
* combo can be delayed 9f from ch
* can be cancelled with input d"
4EB20FDC-36EB-4EEC-9400-A498B24AF026	asuka		0	0	0	0	0	0	0	0	1,2,4	h,m,m	6,9,20	,	-12	knd		combo from 2nd hit
518200D6-0876-478F-B89C-948EA93E3C26	asuka		0	0	0	0	0	0	0	0	left throw	t	40		-3	-3d		"* throw break 1
* opp. position on break: ccw
* opp. position on hit: f sd. fd"
53375AF0-A686-4759-A509-2A28BE8C925D	asuka		0	0	0	0	0	0	0	0	1,2,3	h,m,m	6,9,24	,	-2	knd		"* chip on block
* link to f+4
* can interrupt with up to i15 if previous hit is blocked
* cancel with input 1,2,3,b
* last input can be held to power up"
537F4DDE-D96C-4C3D-AAA3-F90C9E9F723A	asuka		0	0	0	0	0	0	0	0	f+1+3,4	t(h),l	0,19	i19	-18	+11d		
550E4A0D-96B6-4DBF-A1F6-C05E0FB41A77	asuka		0	0	0	0	0	0	0	0	uf+4	m	25	i20	-13	lnc	lnc	low crush 9~
554E4538-5E98-4C0B-9CAC-7E0F1C56D721	asuka		0	0	0	0	0	0	0	0	f,f+2,3	m,m	16,22		-8	knd	knd	"* combo from 1st ch
* can be delayed 13f
* combo can be delayed 5f from ch"
5728175D-4AC2-48AE-82F9-C8435749654B	asuka		0	1	0	0	0	0	0	1	h 2+3	m,th	12,3	i16	+10	-6		"* heat smash
* throw on hit"
580946F5-D344-439C-861A-47CFAFF413B8	asuka		0	0	0	0	0	0	0	0	1,3	h,l	6,10	,	-11	+0		* combo from 1st hit
5D1224D9-9905-4080-9CAC-96FD45E50BE2	asuka		0	0	0	0	0	0	0	0	b+4,2,3	m,m,m	17,12,21		-16	knd	knd	"* combo from 2nd hit
* can be delayed 10f
* combo can be delayed 10f from hit
* on hit, can gain nwg with input 1"
5EAC5A80-2B96-4FF4-BB2C-478FD0475814	asuka		0	0	0	0	0	0	0	0	u+1+2	m	20	i31~i32	-13~-12	knd		"* chip damage when guarded
low crush"
5F7EF84F-3732-4D32-BFB6-A8040BF49256	asuka		0	0	0	0	0	0	0	0	db+1+2	m,m	10,20	i42	+10	knd		"* balcony break
*
wall crush  +25g on block


* parries lows
parry state"
5FBF5BDF-F569-4472-A355-95FA60C6E0E4	asuka		0	0	0	0	0	0	0	0	f,f+4	h	28	i20	-3	knd	knd*	"* balcony break
* causes strong aerial tailspin
low crush 6~"
60751BFA-F0DE-4DBA-A957-CCE6D2D4B49C	asuka		0	0	0	0	0	0	0	0	f+1	m	17	i20	-7	+4		
61CFE71F-53D7-4AFB-953F-E1AA590C8A08	asuka		0	0	0	0	0	0	0	0	right throw	t	40		-3	+0d		"* throw break 2
* opp. position on break:
* opp. position on hit: fd f sd."
6751A91E-5755-41BE-B90E-770FD068DBA0	asuka		0	0	0	0	0	1	0	0	f,f+1+2	m	20	i19	-6	knd		"* chip damage when guarded
* tornado"
69410F69-FFE6-466E-B3A1-8FF13B64707B	asuka		0	0	0	0	0	1	0	0	2,1,2	h,h,m	9,10,16		-10	knd		tornado
6ADD450E-F5BB-4F05-996B-F2D3C7ABD120	asuka		0	0	0	0	0	0	0	0	b+3	m	15	i16	-19	lnc	lnc	low crush 10~
71D47095-E861-4EAF-A773-477F396EFA2E	asuka		0	0	0	0	0	0	0	0	b+4	m	17	i15	-7	+8	knd	
743795AC-5588-4B75-91D3-5827D36820E8	asuka		0	0	0	0	0	0	0	0	fc df+2	l	10	i16	-11	+0	+25g	"* crumple state 17f upon ch
high crush"
75F53A11-C4F5-4735-AF9C-3F6544F86F61	asuka		0	0	0	0	0	0	0	0	1,1,3	h,m,m	6,15,17	,	-5	+6	+14c	
7643FC8E-8A24-4F63-A592-CF311824364B	asuka		1	0	0	0	0	0	0	0	d+2	m	18	i18	-4c	+9c	knd	"* heat engager

* gain naniwa gusto on heat activation"
7645485D-427D-4721-B163-16BD4D9B7197	asuka		0	0	0	0	0	0	0	0	b+2,4	m,l	12,14		-11	+0	+3	"* link to attack from leg cutter ()
* can be cancelled with input d
high crush"
79A1880B-F076-4E61-AB84-39FEC9E59FD3	asuka		0	0	0	0	0	1	0	0	ws3	m	20	i18	-16	lnc	lnc	"tornado
low crush 18~"
7D0A550D-E347-4791-AB29-3F1672DFFEAC	asuka		0	0	0	0	0	0	0	0	b+2,1+2,4	m,h,m	12,7,20		-13	knd	knd	* combo from 2nd ch
7D60D2EE-95E8-4D77-B666-437DCF2522CA	asuka		0	0	0	0	0	0	0	0	1+3	t	35	i12~14	-2	+0d		"* throw break 1 or 2
* opp. position on break: ccw
* opp. position on hit: reverse pos., f sd. fu"
7DD230DA-AEF3-4213-98AC-C778564F0373	asuka		0	0	0	0	0	0	0	0	f+3*n	m	26	i52~i53	+6~+7	knd	knd	"* chip damage when guarded
* can be cancelled with input b"
80E6C819-A241-40F1-88A2-EF3A1E8177A7	asuka		0	0	0	0	0	0	0	0	f+3*	ub(m)	28	i70	knd	knd	knd	"* balcony break
* can be cancelled with input b"
819AA09A-D630-46D7-9DCF-0E0EB6066F7F	asuka		0	0	0	0	0	0	0	0	f+2	m	20	i17	-18	jg		"* can be cancelled with input f+2,d
* gain nwg on hit with input f+2,1"
819C153F-7FCA-4A91-BF46-017EFF5423CC	asuka		0	0	0	0	0	0	0	0	1,2	h,m	6,9	,	-8	+6		*combo from 1st ch
823DD168-8102-4411-A0C5-D4557BBDEA6E	asuka		0	0	0	0	0	0	0	0	b+1+3		25		-6			"* does 25 + 50% of reversed attack as damage
* opp. position on hit: reverse pos foot-sd. face-up
* reverses limb-based h/m attacks
parry state 3~12"
850B34E6-23AF-427C-AFDB-15844BF2ED54	asuka		0	0	0	0	0	0	0	0	ws1,4	m,h	12,20		-8	knd	knd	"* combo from 1st hit
* can be delayed 7f"
888B96EE-E64C-4473-BC3D-8022E1D5C415	asuka		0	0	0	0	0	0	0	0	1+4	sl,h	5,8	i14	-19	-8		"* jails
* combo from 1st ch
* 2nd hit when blocked is -3, on hit is +9"
88C0E446-81C1-4915-9559-5F80B5F688F4	asuka		0	0	0	0	0	0	0	0	2,3	h,m	9,16	,	-19	knd		combo from 1st hit
8A00A117-99E1-4BBE-8A36-92D140C01E44	asuka		0	0	0	0	0	0	0	0	2,1,d+1+2	h,h,m	9,10,23		-9	+3c	jg	"* combo from 2nd ch
* cancel to standing with input 2,1,d+1+2,b
* cancel to fc with input 2,1,d+1+2,d"
8A6C5FA0-C56C-44A2-935B-7FA86F39236A	asuka		0	0	0	0	0	0	0	0	fc 3+4,3	mm,mm	10,10,10,10		+0c	knd	knd	"* interruption 11f after 2nd block
* cancel into fc with input d
low crush"
8DF5DB71-A0CD-4007-852B-3B3879CA9633	asuka		0	0	0	0	0	0	0	0	hfc 4	l	6	i12	-15	-4		
8E7C8B6A-6DF3-489D-9A09-FEB16D0DF032	asuka		0	0	0	0	0	0	0	0	ws1+2	m	20	i21	-2	+13g	knd	"* wall crush  +25g on hit


* crumple state 17f upon ch
* cancel into fc with input d"
946D344A-800B-4EFA-87C5-9B24E4C86603	asuka		0	0	0	0	0	0	0	0	f+1,3	m,m	17,17	,i21~22	-5	+6		
95811183-C352-44BC-A8D7-3E2DDF7FBE82	asuka		0	0	0	0	1	0	0	0	f,f+3	m	23	i20	-9	+11g	knd	"* balcony break
* homing"
958DF9E8-AB7B-4510-B0FD-24876D6260A9	asuka		0	0	1	0	0	0	0	0	r df+1+2	m,th	10,49	i20	-15	knd		"* rage art
* damage increases with lower health
* removes recoverable health on hit
* input can be held
power crush 8~"
95EC7414-7D4B-4290-971D-AD91CA564C56	asuka		0	0	0	0	0	0	0	0	uf+3	m	17	i20~21	-3	+8	knd	low crush 11~
9671F6B7-73AA-4D44-9C3E-739C5DA1041E	asuka		0	0	0	0	0	0	0	0	f+3	m	24	i31~i33	-2~+0	knd	knd	"* chip damage when guarded
* can be cancelled with input b"
986D1DB4-C11F-4DE7-8FD0-C910B41A690C	asuka		0	0	0	0	0	0	0	0	b+2+3	m	23	i24	-9	+6		"sabaki absorbs kicks
parry state 4~15"
9F6CFE80-658F-43F9-B174-5D8E88EE7C85	asuka		0	0	0	0	0	0	0	0	1+2	m	21	i16~17	-9	knd	knd	
A257BCEB-B99E-409E-AFFF-9017F5A4F07F	asuka		0	0	0	0	0	0	0	0	f,f+2,1	m,h	16,21		-5	knd	knd	"* combo from 1st hit
* can be delayed 13f
* combo can be delayed 8f from hit
* combo can be delayed 11f from ch"
A3DBF6C0-82B0-447A-9F5D-B19E6A328277	asuka		0	0	0	0	0	0	0	0	b+1+4,4	h,l,m	15,8,23		-14	+5b	+5b	* combo from 2nd ch
A4EC7DB7-335A-400A-812E-D1F1334D59FF	asuka		0	0	0	0	0	0	0	0	db+3	l	17	i20	-12	+4c	+14g	
A4F13516-C1C2-4FDB-A950-59BAEEAB491C	asuka		1	0	0	0	0	0	0	0	db+1,2	m,h	13,20		-9	knd	knd*	"* heat engager

* balcony break
* gain naniwa gusto on heat activation
* combo from 1st hit
* can be delayed 9f
* combo can be delayed 9f from hit"
A513348B-0A7A-451C-A925-2DC649AE20E9	asuka		0	0	0	0	0	0	0	0	3+4	mm	10,21	i23	-6	knd		"* special effect when hitting grounded opponents
* cancel to fc with input 3+4,d
low crush 5~"
A658C340-CCD1-4A66-ADAE-8A6F1861D54B	asuka		0	0	0	0	0	0	0	0	ws1	m	12	i14	-7	+4		
A96B1DD3-EC69-4327-88ED-9DF224ADC1B5	asuka		0	0	0	0	0	0	0	0	(during leg cutter),3	h	21		-3	lnc	lnc	ch combo from leg cutter
AA355B36-3586-4EF4-9C14-0320AC02DD6A	asuka		0	0	0	0	0	0	0	0	uf+1+2	t(h)	40	i12	-3			"* break: 1+2
* opp. position on break: reverse pos.
* opp. position on hit: head sd. fu"
ABEB2D3A-09E7-497C-ADF8-7B0F7C76CE08	asuka		0	0	0	0	0	0	0	0	1+2+3+4							"* cannot block for 5 seconds
* ch state for 5 seconds"
AC83CF79-4E03-4958-886E-E6BFFC41C1F2	asuka		0	0	0	0	0	0	0	0	df+4	m	16	i12	-9	+2		
ACF4B551-B84F-4894-BD6E-DFD659081927	asuka		0	0	0	0	0	0	0	0	b+2	m	12	i15	-4c	+1c		
B179F5CD-81A7-4406-9555-88704BDE1D0E	asuka		0	0	0	0	0	0	0	0	ss 4	h	18	i17	-6	+7	knd	meaty 2f
B194A3CC-38F2-4563-BA00-3C404AD96E2E	asuka		0	0	1	0	0	0	1	0	2+3	m	37	i16	+1	+2		"* heat burst
power crush 8~"
B2C89DDA-8D47-454A-BF5B-CBA20173DA05	asuka		0	0	0	0	0	1	0	0	nwg f,f+1+2	m	24	i19	+2	knd		"* chip damage when guarded
* consumes naniwa gusto
* during heat, remaining heat is consumed
* tornado"
B85B167C-5F3A-478B-AE9B-F0416232CF78	asuka		0	0	0	0	0	0	0	0	d+3+4	l,h	5,20	i14	-25	lnc	lnc	"* block frame is blocked 1st attack
* -6f upon 2nd block
low crush 5~"
B9211CB4-87AF-4BB1-BACC-327E24A034AA	asuka		0	0	0	0	0	0	0	0	ws2,1+2	mh,th	18,4			th		"* combo from 1st hit
* link to attack from destablilizer (f+1+3 or f+2+4)"
B9C2E121-7630-4DA2-A4FF-D6DFE815460D	asuka		0	0	0	0	0	0	0	0	f+1+3	t(h)	0	i19		+8		"* break: none
* opp. position on break:
* opp. position on hit:"
BA32AFE2-ADF7-4447-9A53-4B1A14EFE913	asuka		0	0	0	0	0	0	0	0	b+1+3*		25		-6			"* does 25 + 50% of reversed attack as damage
* opp. position on hit: reverse pos foot-sd. face-up
* reverses limb-based h/m attacks
parry state 3~54"
BAB9FFAC-CAE2-4E6E-B2C0-E83577595011	asuka		0	0	0	0	0	0	0	0	f+2+3	h	21	i23	+0	knd	knd	"* balcony break
* sabaki
* absorbs punch (h/m) during 4 to 15f
* stun on success punch parry
parry state 4~15"
BEC1F404-C1C7-4721-A2AD-74ACFEC646DA	asuka		0	0	0	0	0	0	0	0	hfc 3	l	10	i16	-17	-6		
C102A536-8F36-471E-A4FD-39DF8F5522E6	asuka		0	0	0	0	0	0	0	0	2	h	9	i12	-11	+0		
C297E1DA-AD12-49E1-896F-6F5AC11ABD21	asuka		0	0	0	0	1	0	0	0	nwg f,f,f+1+2	h	42	i17	+6	knd		"* balcony break
* chip damage when guarded
* consumes naniwa gusto
* during heat, remaining heat is consumed
* homing"
C3430703-0609-4D22-A354-A3161B37B170	asuka		0	0	0	0	1	0	0	0	f+4	h	21	i19	+3	+28	knd	* homing
C56DD79B-FAB2-4A87-9B86-BBD13574FE78	asuka		0	0	0	0	0	0	0	0	fc df+3	m	20	i17	-9	knd	knd*	balcony break
C7DC76D5-A695-4057-B1E8-1F90E443FFF4	asuka		0	0	0	0	0	0	0	0	db+4,4	l,l	14,15		-7	+4	knd	"cancel to fc with input d
high crush"
C87F85D3-6DF9-46B8-84F7-9E485CE77F93	asuka		0	0	0	0	0	0	0	0	1+4,3	sl,h,m	5,8,25		-2	knd		"* chip on block
* link to attack from spinning heel drop (f+3)
* can be cancelled with input b
* last input can be held to power up"
C90570EA-32E3-4E9B-BEEB-F8AAD55068B6	asuka		0	0	0	0	0	1	0	0	db+2	m	22	i20	-11	lnc	lnc	"tornado
high crush 3~"
C958D53C-4B9A-4E7A-9430-68432879387A	asuka		0	0	0	0	0	0	0	0	f,f+2	m	16	i15	-13	-3		
C9F20835-56D6-4462-A1FE-4E8EA606B213	asuka		1	0	0	0	0	0	0	0	f+1+3,2	t(h),m	0,20	i19	-9	+8a/he		"* heat engager

* gain naniwa gusto on heat activation"
CB080E1D-97F9-48C7-82D4-C97BB25A6253	asuka		0	0	0	0	0	0	0	0	hfc 2	sl	8	i11	-4	+7		
CBB0529D-FBFE-4558-A25E-8F39FEE53A3E	asuka		0	0	0	0	0	0	0	0	(during leg cutter),1+4	sl,h	5,8		-19	+9		"*jails
* link to attack to white heron ()
* block frame is blocked 1st attack
* -3f upon 2nd block"
CCEE93E0-FF08-4520-BBAC-2A5D3B7CCAD4	asuka		0	0	0	0	0	0	0	0	1+4,2	sl,h,h	5,8,10		-2	+9		* combo from 2nd ch
CD18E266-FB57-4A47-8AE5-5A1080C90B30	asuka		0	0	0	0	0	0	0	0	b+1+4,3	h,l,l	15,8,18		-13	-2	knd	combo from 2nd ch
D77CB7A2-9C84-4372-A19D-768632CEEBE5	asuka		0	0	0	0	0	0	0	0	f,f+1	m	30	i23	+5	+14		
DB8CED00-66AC-41D4-AC41-8DDFFEEC49C1	asuka		0	0	0	0	1	0	0	0	f,f,f+1+2	h	30	i17	+4	knd		"* chip damage when guarded
* homing"
DD4B98B3-202A-47E8-A363-07154DF95F8A	asuka		0	0	0	0	0	0	0	0	2+4	t	35	i12~14	-3	+0d		"* throw break 1 or 2
* opp. position on break: ccw
* opp. position on hit: head sd. fd"
E0EEFD4A-796D-4B1E-B314-851777D4E8B1	asuka		0	0	0	0	0	0	0	0	b+2,1	m,m	12,14		-7	+4		"* combo from 1st ch
* link to attack from lunging mist thrust ()"
E457260C-D22B-4382-A10C-C4B98F02B9E1	asuka		0	0	0	0	0	0	0	0	(back to wall) b,b,ub	m	21	i39	+4c	knd		fs5~13
E74346C5-1499-43FA-AB7E-7A4F09763CBC	asuka		0	0	0	0	0	0	0	0	3,1	m,m	17,17		-11	+8	knd	"* combo from 1st hit
* can be delayed 14f
* combo can be delayed 14f from hit"
E8343577-266A-4095-A17C-95F24191E525	asuka		0	0	0	0	0	0	0	0	fc db+1+2	t(h)	15,15,15	i11	-6	lnc		"* break: 1+2
* opp. position on break: reverse pos.
* opp. position on hit: reverse pos. foot sd. fd
* 2nd dmg is on landing
* 3rd dmg is non-ukemi bonus"
E88148EE-66AD-4B32-BDE9-C997C8B7D442	asuka		0	0	0	0	0	0	0	0	4	h	18	i11	-7	+7	jg	
EA4357CE-0B2B-44CF-992E-88F3F3A1BC12	asuka		0	0	0	0	0	0	0	0	d+1+2	l	20	i20	-18	knd	knd	"same move as fc.1+2
high crush 10~"
EB7E4135-7E25-4DBB-9FCA-1FFEA481E3A8	asuka		0	0	0	0	0	0	0	0	1+2+3+4,1+2,1,2,1,2	,t(m)	,5,5,5,5,5,10					"* break: none
* opp. position on break:
* opp. position on hit: foot sd. fu"
EBFFF15E-984B-4F12-8BDE-BE0E9C6E2D36	asuka		0	0	0	0	0	0	0	0	ws2	m	18	i13	-8	+8		
F0C6E5DE-7269-40A3-A9D5-4BA75F13CEF7	asuka		0	0	0	0	0	0	0	0	3	m	17	i14	-7	+9		
F3FA8FF4-E631-44E4-809C-6A2284AA91DC	asuka		0	0	0	0	0	0	0	0	back throw	t	50			+0d		"* throw break: none
* opp. position on break: -
* opp. position on hit: head sd. face d"
F609CF74-7EE2-4CE1-961A-717FBAEBF823	asuka		0	0	0	0	0	0	0	0	1+2+3+4,1+2	,t(m)	,5,5	i61	-6	lnc		"* break: 1+2
* opp. position on break: reverse pos.
* opp. position on hit: foot sd. fu
* left slap is auto-attack
* throw breaks 16f later (1f)"
F671C916-BEC6-4972-A5A8-06E28CFA3991	asuka		0	0	0	0	0	0	0	0	b+4,2	m,m	17,12		-12	+4c		* can be delayed 15f
